songid,Song_name,Genres
69803,We The People,southern hip hop
69844,Back (with Jake Owen),southern hip hop
69849,In My Hood,gangster rap
69904,Where The Hood At,gangster rap
69908,Hustlin',gangster rap
69934,We Right Here,gangster rap
69951,No Games,gangster rap
69974,So Sophisticated,gangster rap
69988,Best For You,gangster rap
69995,Layaway,gangster rap
70015,Talk To Me,gangster rap
70093,You Tried It,gangster rap
70157,ARROGANT AMERiCAN FREESTYLE - REMIX,gangster rap
70159,Woah,gangster rap
70183,Costa Rica,gangster rap
70206,Pinocchio,gangster rap
70208,Fell In Love,gangster rap
70286,Step Harder,gangster rap
70293,My Gun Go Off,gangster rap
70301,Jimmy Neutron,gangster rap
70305,Nun 2 Fuck Wit (feat. Young Dolph),gangster rap
70336,Fake Bitches,gangster rap
70342,I Smell Pussy,gangster rap
70344,Hustle,gangster rap
70355,Gryndin (feat. Young Marco),gangster rap
70361,McQueen,gangster rap
70377,I Don't Dance,gangster rap
70451,Downfall,gangster rap
70533,Trapper of the Year,gangster rap
70545,Remember Me,gangster rap
70562,Chase The Money,gangster rap
70565,Surrounded By Hoes,gangster rap
70567,Floor Seats,gangster rap
70595,I Got Swag,gangster rap
70599,Old Me,gangster rap
70656,Baby By Me,gangster rap
70663,Outta Control - Remix,gangster rap
70670,Making Moves,gangster rap
70689,If I Can't,gangster rap
70706,Close To Me,gangster rap
70726,Communicating,gangster rap
70728,Just A Lil Bit,gangster rap
70792,Disco Inferno - Live from Sessions @ AOL,gangster rap
70846,In Da Club,gangster rap
70849,Candy Shop,gangster rap
70862,A Little More,gangster rap
70912,High All The Time,gangster rap
70932,Handsome,gangster rap
70946,Drop It Like It's Hot,gangster rap
70958,Youth Memories,gangster rap
70976,Eyes Closed,gangster rap
70984,Collapse - G-Unit Freestyle,gangster rap
70994,Professor the Teacher,gangster rap
71011,Hate It Or Love It,gangster rap
71014,Push It,gangster rap
71017,Poppin' Them Thangs,gangster rap
71033,'Till I Collapse,gangster rap
71057,Cleanin' Out My Closet,gangster rap
71106,BADU,gangster rap
71108,Flowers,gangster rap
71129,Westside Story,gangster rap
71131,Lose Yourself - Soundtrack Version,gangster rap
71135,I Like The Way She Do It,gangster rap
71139,Boomin,gangster rap
71156,Outlaw,gangster rap
71184,So Seductive,gangster rap
71205,Low Low,gangster rap
71211,Forgot About Dre,gangster rap
71239,I Just Wanna Say,gangster rap
71241,Alive,gangster rap
71248,Crime Wave,gangster rap
71252,Fight Music,gangster rap
71254,Racks,gangster rap
71264,Keep It on Me,gangster rap
71282,Can You Spit?,gangster rap
71285,Do You Think About Me,gangster rap
71302,Shark Tank,gangster rap
71304,Skyline,gangster rap
71318,Patiently Waiting,gangster rap
71325,Dead or Alive,gangster rap
71327,Beg For Mercy,gangster rap
71374,X Gon' Give It To Ya,gangster rap
71379,Ruff Ryders' Anthem - Re-Recorded,gangster rap
71429,Party Up,gangster rap
71438,B.M.F. (Blowin' Money Fast),gangster rap
71450,Hold Me Back,gangster rap
71462,Ether,gangster rap
71464,I Can,gangster rap
71466,Bridging the Gap,gangster rap
71468,99 Problems,gangster rap
71482,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",gangster rap
71484,Ante Up (Robbin Hoodz Theory),gangster rap
71490,Bang Bang,gangster rap
71500,"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",gangster rap
71518,Bitch Please,gangster rap
71520,Bitch Please II,gangster rap
71530,Black Magic (feat. Rick Ross),gangster rap
71535,Boom,gangster rap
71542,Breathe,gangster rap
71550,Burn (feat. Big Sean),gangster rap
71571,Chin Check,gangster rap
71573,"Click, Clack - Get Back!",gangster rap
71575,Da Rockwilder,gangster rap
71579,Disco Inferno,gangster rap
71619,Dope Boys,gangster rap
71668,Dope Man,gangster rap
71670,Ether,gangster rap
71691,Future,gangster rap
71700,Gangsta Nation,gangster rap
71732,Get It On The Floor,gangster rap
71738,Gimme the Loot - 2005 Remaster,gangster rap
71745,Go Getta - (Explicit),gangster rap
71823,Got Ur Self A...,gangster rap
71838,Hail Mary,gangster rap
71840,Hate Me Now (feat.- Puff Daddy),gangster rap
71876,Heat,gangster rap
71878,Heavy Artillery,gangster rap
71899,Hit 'Em Up - Single Version,gangster rap
71902,Hustler's Ambition,gangster rap
71910,Hustlin',gangster rap
71926,How We Do,gangster rap
71928,I Get Money,gangster rap
71936,I'm So Hood,gangster rap
71991,I'll Still Kill,gangster rap
72011,Ima Boss (feat. Rick Ross),gangster rap
72039,"Ima Boss (feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz)",gangster rap
72043,Juicy - 2007 Remaster,gangster rap
72117,It's Good,gangster rap
72129,Kick In The Door,gangster rap
72142,It's Okay (One Blood),gangster rap
72165,Let's Ride,gangster rap
72167,Machine Gun Funk - 2006 Remaster,gangster rap
72169,Lean Back,gangster rap
72171,Many Men (Wish Death),gangster rap
72176,Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),gangster rap
72209,My Buddy,gangster rap
72226,Martians Vs Goblins,gangster rap
72249,Muthaf**ka Up,gangster rap
72294,Oh Boy,gangster rap
72308,Pandemonium (feat. Wale & Rick Ross),gangster rap
72356,Party and Bullshit - 2008 Remaster,gangster rap
72367,Party Up,gangster rap
72378,Put On,gangster rap
72380,Renegade,gangster rap
72386,Remember the Name (feat. Styles of Beyond),gangster rap
72393,Ruff Ryders' Anthem,gangster rap
72395,Runnin' (Dying To Live),gangster rap
72400,Stay Fly - Explicit Album Version,gangster rap
72405,Steady Mobbin,gangster rap
72407,Stunt 101,gangster rap
72479,Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,gangster rap
72489,The City,gangster rap
72491,Thug 4 Life,gangster rap
72552,The Rain,gangster rap
72554,Toss It Up,gangster rap
72557,Troublesome '96,gangster rap
72559,Tupac Back (feat. Rick Ross),gangster rap
72585,Top Down - Main,gangster rap
72601,We Right Here,gangster rap
72603,Vato,gangster rap
72605,We Takin' Over,gangster rap
72630,Welcome To My Hood,gangster rap
72641,Welcome To New York City,gangster rap
72670,Табор уходит в небо,gangster rap
72694,Яд,gangster rap
72696,Кинотеатр «Дружба»,gangster rap
72701,Дыхание улиц,gangster rap
72703,"Оп, мусорок",gangster rap
72712,Второе дыхание,gangster rap
72718,Жизнь,gangster rap
72720,Решето,gangster rap
72731,Суета,gangster rap
72733,Статус,gangster rap
72737,Стволок за поясок,gangster rap
72741,Аййй,gangster rap
72751,Здесь так,gangster rap
72762,Гагарин (feat. Каспийский груз),gangster rap
72777,Салам пацанам,gangster rap
72854,Брат за брата,gangster rap
72874,Амбасcадора,gangster rap
72899,Криминал,gangster rap
72919,Запретный плод,gangster rap
72980,Черная Волга,gangster rap
72982,Сарума,gangster rap
72998,Тархиб,gangster rap
73000,Рукалицо,gangster rap
73015,Darth Vader,gangster rap
73017,Тартар,gangster rap
73023,Раскидать нули,gangster rap
73027,Везёт не всем,gangster rap
73042,"Оттуда, где я",gangster rap
73049,9H,gangster rap
73086,До тла,gangster rap
73089,Когда мы вошли,gangster rap
73101,Там и здесь,gangster rap
73106,Шлюза за дым,gangster rap
73109,Поколение,gangster rap
73117,Воу-воу палехчэ,gangster rap
73168,Буду погибать мало.дым,gangster rap
73183,Заколоченное,gangster rap
73211,Лучший друг,gangster rap
73261,Сонная лощина,gangster rap
73266,Ксенон и тонировка,gangster rap
73268,Ау,gangster rap
73286,Солдаты,gangster rap
73290,Странно,gangster rap
73319,Стая,gangster rap
73321,По лбу.,gangster rap
73323,Афганистан,gangster rap
73330,Всё нормально,gangster rap
73339,В каждый таз,gangster rap
73344,На связи (feat. shot),gangster rap
73392,Hustle,gangster rap
73413,До небес,gangster rap
73431,Jannaya,gangster rap
73442,Хлам,gangster rap
73462,Уведи меня за собой,gangster rap
73469,Бесцеремонная сука,gangster rap
73494,Воспитала,gangster rap
73511,Одним днём,gangster rap
73523,На юг,gangster rap
73608,My Gang,gangster rap
73681,Подогрев,gangster rap
73718,Marlboro,gangster rap
73804,В этих краях,gangster rap
73808,БМВ или МЕРС,gangster rap
73854,M16,gangster rap
73860,N.M.,gangster rap
73870,Хасла,gangster rap
73874,По белому,gangster rap
73881,Do It Like Me,gangster rap
73912,Outta Control,gangster rap
73914,Jimmy Crack Corn,gangster rap
73929,U Not Like Me,gangster rap
73954,Party Ain't Over,gangster rap
73981,Chase Da Cat,gangster rap
73983,Piano Man,gangster rap
74089,Shot Down,gangster rap
74095,Realest N*ggas - Notorious B.I.G. & 50 Cent,gangster rap
74131,South Side,gangster rap
74144,OJ,gangster rap
74152,Put You On The Game,gangster rap
74154,Higher,gangster rap
74156,Where The Hood At,gangster rap
74228,Go To Sleep,gangster rap
74263,Ruff Ryders' Anthem,gangster rap
74275,X Gon' Give It To Ya,gangster rap
74297,Party Up,gangster rap
74324,ATF,gangster rap
74355,Say It To My Face,gangster rap
74370,Buss Yo' Head,gangster rap
74382,Gangsta Music,gangster rap
74416,Thug Motivation 101,gangster rap
74450,X,gangster rap
74452,Why We Thugs,gangster rap
74458,My Nigga,gangster rap
74475,All For The Cash,gangster rap
74488,'Till I Collapse,gangster rap
74508,Who Do You Love?,gangster rap
74510,My Life,gangster rap
74530,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",gangster rap
74532,Meet The Flockers,gangster rap
74541,"Left, Right",gangster rap
74545,I Just Wanna Party,gangster rap
74547,Sacrilegious,gangster rap
74553,Don't Trip,gangster rap
74575,Standing on Ferraris,gangster rap
74580,All The Way Up,gangster rap
74582,Cake,gangster rap
74590,Let Me In,gangster rap
74613,WW III,gangster rap
74624,If I Can't,gangster rap
74647,X Gon' Give It To Ya,gangster rap
74653,What's The Difference,gangster rap
74668,Piggy Bank,gangster rap
74677,Warrior Part 2,gangster rap
74685,Move Bitch,gangster rap
74688,Wait A Minute,gangster rap
74698,Get Buck,gangster rap
74701,Hail Mary,gangster rap
74727,"N****, What's Up (feat. 50 Cent)",gangster rap
74731,Thug,gangster rap
74740,We All Die One Day,gangster rap
74750,Bitch Please,gangster rap
74752,Don't Need No Help,gangster rap
74789,I'll Whip Ya Head Boy,gangster rap
74795,Smoke Some Weed,gangster rap
74818,Party We Will Throw Now!,gangster rap
74827,Ni**as In Paris,gangster rap
74851,Breathin,gangster rap
74864,Who Shot Ya? - 2005 Remaster,gangster rap
74868,Ghetto Vet,gangster rap
74916,Without Me,gangster rap
74944,Smoke,gangster rap
74946,Pilot,gangster rap
74948,I Don't Fuck With You,gangster rap
74967,My Life (feat. YK Osiris),gangster rap
75341,Digital Scale,gangster rap
75345,Holdin on All Day,gangster rap
75374,Sweet Victory,gangster rap
75389,Fried for the Night,gangster rap
75395,Trust Issues,gangster rap
75397,Hustlin',gangster rap
75408,Detroit Vs. Everybody,gangster rap
75425,Nike Ticks,gangster rap
75440,I Don't Fuck With You,gangster rap
75803,Dirt,gangster rap
75805,Good Girl,gangster rap
75813,When It Rains It Pours,gangster rap
75818,No Vaseline,gangster rap
75820,Catch Up,gangster rap
75940,Upper Echelon,gangster rap
75983,EMG,gangster rap
75985,Arabian Knights,gangster rap
75990,Changes,gangster rap
75992,No Romeo No Juliet,gangster rap
76030,head first,gangster rap
76054,"Nuthin' But A ""G"" Thang",gangster rap
76077,Shut Up - Studio Version,gangster rap
76079,I'm So Juiced Up,gangster rap
76089,Best Friend,gangster rap
76091,It Was A Good Day,gangster rap
76093,Fast Lane,gangster rap
76121,Ante Up,gangster rap
76130,Loyalty,gangster rap
76147,Check Yo Self - Remix,gangster rap
76153,Phenomenal,gangster rap
76158,How Come,gangster rap
76173,Smoke Some Weed,gangster rap
76175,"Y'all Know How I Am Feat. Omg, Doughboy, Wc, Maylay",gangster rap
76189,Lotto,gangster rap
76210,Take From Me,gangster rap
76244,Echo,gangster rap
76251,My Darling,gangster rap
76255,Hello,gangster rap
76258,The Real Slim Shady,gangster rap
76272,"Lose Yourself - From ""8 Mile"" Soundtrack",gangster rap
76293,Spend Some Time,gangster rap
76312,Drop The Bomb On 'Em,gangster rap
76317,Beautiful Pain,gangster rap
76738,American Psycho II,gangster rap
76753,I Made It (feat. Trick Trick),gangster rap
76755,Girls,gangster rap
76763,Pimp Like Me,gangster rap
76772,This Could Be Us,gangster rap
76778,DOPE,gangster rap
76811,Gangsta Bop,gangster rap
76873,That's All She Wrote (feat. Eminem),gangster rap
77181,All Of The Lights,gangster rap
77191,Proud Of You,gangster rap
77201,Got It,gangster rap
77206,Kunden,gangster rap
77208,1441,gangster rap
77212,Ketten tief,gangster rap
77223,Intro - TBB,gangster rap
77240,Guardia Civil,gangster rap
77266,Zérosechsneun,gangster rap
77291,Panzaknacka,gangster rap
77293,Gib ihm,gangster rap
77307,Verliebt in den Tod,gangster rap
77328,Kristall,gangster rap
77330,Dahab,gangster rap
77351,BMW Alpina,gangster rap
77353,Kuku187,gangster rap
77359,Was 2 hol 10,gangster rap
77364,Vladimir Putin,gangster rap
77414,Alles kaputt,gangster rap
77416,Gangsta Gangsta,gangster rap
77421,Illegaller Lifestyle,gangster rap
77427,N.T.M.,gangster rap
77449,Runde um Pudding,gangster rap
77455,Fizzle,gangster rap
77493,Hokus Pokus,gangster rap
77496,Kranichstil,gangster rap
77540,Sound für den Hof,gangster rap
77550,Bugs & Bunnies,gangster rap
77561,Lieblingszahl,gangster rap
77596,Compton,gangster rap
77613,Ballermann,gangster rap
77658,Schnapp!,gangster rap
77665,Ebbe & Flut,gangster rap
77667,Ich rolle mit meim Besten - Babos Remix,gangster rap
77682,Saudi Arabi Money Rich - Babos Remix,gangster rap
77688,In der Hood,gangster rap
77731,Hände hoch,gangster rap
77752,2 Schüsse in die Luft,gangster rap
77780,Endlich wieder asozial,gangster rap
77783,Echte Berliner,gangster rap
77788,Butterfly Effect,gangster rap
77795,Is' mir egal,gangster rap
77798,Nuttööö,gangster rap
77800,Zahnlücke,gangster rap
77810,"Bleib mal locker, Lan",gangster rap
77831,Intro,gangster rap
77837,GMT Master,gangster rap
77843,District,gangster rap
77846,Julius Cesar,gangster rap
77866,Kein Rückwärtsgang,gangster rap
77893,Waffenfreiezone,gangster rap
77941,Molotov,gangster rap
77983,Von unten nach oben,gangster rap
78003,Hustla,gangster rap
78022,Geht Los!,gangster rap
78032,Kletter nicht durchs Fenster rein,gangster rap
78034,Kanax in Tokyo (feat. Farid Bang),gangster rap
78039,Kanax in Moskau,gangster rap
78041,A nach B,gangster rap
78088,Fick dich,gangster rap
78105,Headshot,gangster rap
78116,Haramstufe Rot,gangster rap
78128,Akhi Side,gangster rap
78160,Steuerfrei & Illegal,gangster rap
78162,111 Prozent,gangster rap
78174,Hublot,gangster rap
78209,Bandit,gangster rap
78218,Hot Pursuit,gangster rap
78235,Azzlack Harami,gangster rap
78245,WLSS,gangster rap
78247,Läuft,gangster rap
78264,Lass mal dein Film,gangster rap
78266,Becher & Blunt,gangster rap
78272,Leise,gangster rap
78295,Krokodil,gangster rap
78316,Mike Tyson - Bonustrack,gangster rap
78321,Boss,gangster rap
78349,Lass rauchen,gangster rap
78381,Tot,gangster rap
78420,Alte Schule Frankfurt,gangster rap
78422,Black Friday,gangster rap
78438,Realtalk Infinity,gangster rap
78467,Guzman,gangster rap
78469,Kannste ma sehn,gangster rap
78483,Halbes Kilo Gold,gangster rap
78499,Speedboat,gangster rap
78517,Yamamoto - KMN Street EP,gangster rap
78528,Zackig die Patte,gangster rap
78544,Mit dem BMW,gangster rap
78574,Titanic Thompson,gangster rap
78579,Friedhof der Kuscheltiere,gangster rap
78612,Meros überall,gangster rap
78637,Schreibe mein Schicksal,gangster rap
78679,"1,2,3",gangster rap
78703,Stara Škola,gangster rap
78715,Ghetto Prominenz,gangster rap
78729,Panther im Dschungel,gangster rap
78746,Vollspannschuss,gangster rap
78757,Medusa,gangster rap
78759,Avanti Avanti (feat. Celo & Abdi & Hanybal),gangster rap
78765,Wer bist du?!,gangster rap
78772,Ghettotourist,gangster rap
78774,Zenci,gangster rap
78827,Still D.R.E.,gangster rap
78829,Fuck Tha Police,gangster rap
78893,The Next Episode,gangster rap
78903,Children's Story,gangster rap
78905,Changes,gangster rap
78944,Boyz-N-The-Hood,gangster rap
78967,Forgot About Dre,gangster rap
78978,Alwayz Into Somethin',gangster rap
78982,Hate It Or Love It,gangster rap
79008,La Raza,gangster rap
79057,Eazy-er Said Than Dunn,gangster rap
79091,Straight Outta Compton,gangster rap
79132,I Don't Give A Fuck,gangster rap
79134,Rebel Without A Pause,gangster rap
79139,I Got 5 On It,gangster rap
79185,Juicy - 2005 Remaster,gangster rap
79203,Regulate,gangster rap
79224,Hood Took Me Under,gangster rap
79242,Gin And Juice (feat. Dat Nigga Daz),gangster rap
79251,I Know You Got Soul,gangster rap
79274,Big Poppa - 2005 Remaster,gangster rap
79293,How I Could Just Kill a Man,gangster rap
79318,It's Funky Enough - Remastered Single,gangster rap
79321,Murder Rap,gangster rap
79357,The Ghetto,gangster rap
79388,Who Am I (What's My Name)?,gangster rap
79397,Ambitionz Az A Ridah,gangster rap
79428,rockstar (feat. 21 Savage),gangster rap
79467,HIGHEST IN THE ROOM,gangster rap
79473,Nonstop,gangster rap
79477,Enemies (feat. DaBaby),gangster rap
79496,Money In The Grave (Drake ft. Rick Ross),gangster rap
79533,a lot,gangster rap
79539,My Buddy,gangster rap
79553,Look Alive (feat. Drake),gangster rap
79590,Wow.,gangster rap
79592,Going Bad (feat. Drake),gangster rap
79596,Faucet Failure,gangster rap
79617,Saint-Tropez,gangster rap
79633,God's Plan,gangster rap
79642,Bandit (with YoungBoy Never Broke Again),gangster rap
79663,C.R.E.A.M.,gangster rap
79677,BOP,gangster rap
79695,Poppin' Them Thangs,gangster rap
79702,Hypnotize - 2014 Remaster,gangster rap
79711,VIBEZ,gangster rap
79720,Ransom,gangster rap
79796,Dior,gangster rap
79800,6 Kiss,gangster rap
79809,Tip Toe (feat. A Boogie Wit da Hoodie),gangster rap
79830,Kings & Queens (feat. Run The Jewels),gangster rap
79832,Paper Cuts,gangster rap
79860,Stuck In A Dream (feat. Gunna),gangster rap
79863,Who Needs Love,gangster rap
79868,Start Wit Me (feat. Gunna),gangster rap
79879,Audi II,gangster rap
79897,Riot (with Lil Durk & Booka600 feat. G Herbo),gangster rap
79927,iunno,gangster rap
79929,Blunt (feat. Blac Youngsta),gangster rap
79946,How We Do,gangster rap
79972,That's Tuff (feat. Quavo),gangster rap
79994,Professor X,gangster rap
80026,High Tolerance (with Lil Durk feat. NLE Choppa),gangster rap
80044,What I Please (feat. Denzel Curry),gangster rap
80083,Yank Riddim,gangster rap
80094,The Box,gangster rap
80107,ORANGE SODA,gangster rap
80126,No Idea,gangster rap
80139,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,gangster rap
80152,The Watcher,gangster rap
80166,It Was A Good Day,gangster rap
80185,Da Graveyard,gangster rap
80219,Everyday Struggle - 2005 Remaster,gangster rap
80222,Code Of The Streets,gangster rap
80241,Quiet Storm,gangster rap
80264,'98 Freestyle,gangster rap
80281,Things Done Changed - 2005 Remaster,gangster rap
80288,I Seen A Man Die,gangster rap
80324,I Got 5 On It,gangster rap
80337,How Many Mics,gangster rap
80348,Can't Knock The Hustle,gangster rap
80350,Played Like a Piano,gangster rap
80363,Dollars And Sense,gangster rap
80374,What You Wanna Do?,gangster rap
80398,Nothin' But The Cavi Hit,gangster rap
80463,Straight Up Menace,gangster rap
80489,C-Walk,gangster rap
80549,Got Your Money (feat. Kelis),gangster rap
80551,Chief Rocka,gangster rap
80572,Iron Maiden,gangster rap
80590,Survival of the Fittest,gangster rap
80615,4th Chamber,gangster rap
80639,Auditorium,gangster rap
80653,Tha Shiznit,gangster rap
80677,Ready or Not,gangster rap
80693,Twinz (Deep Cover 98),gangster rap
80727,Life's A Bitch - Explicit Album Version,gangster rap
80736,Southernplayalisticadillacmuzik,gangster rap
80748,Criminology,gangster rap
80763,One,gangster rap
80775,Bring The Pain,gangster rap
80779,Who You Think I Am?,gangster rap
80820,My Mind Playin Tricks On Me,gangster rap
80831,I Gotcha Back,gangster rap
80839,Put It On,gangster rap
80846,?,gangster rap
80858,No Shame In My Game,gangster rap
80860,No Tears,gangster rap
80862,Gas Drawls,gangster rap
80864,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",gangster rap
80880,Ready to Die - 2006 Remaster,gangster rap
80906,Gravel Pit,gangster rap
80917,Xxplosive,gangster rap
80939,You Know How We Do It,gangster rap
80954,All I Need,gangster rap
80969,Elevators (Me & You),gangster rap
81018,Coolie High,gangster rap
81080,Severe Punishment,gangster rap
81090,Gangsta Gangsta - Remastered 2002,gangster rap
81132,I Wish,gangster rap
81140,Lucifer,gangster rap
81156,Represent - Explicit Album Version,gangster rap
81158,So You Want To Be A Gangster,gangster rap
81164,All About the Benjamins,gangster rap
81180,Mass Appeal,gangster rap
81191,The Message,gangster rap
81195,Slam,gangster rap
81200,Appetite For Destruction,gangster rap
81229,Who Got Da Props,gangster rap
81250,Only God Can Judge Me,gangster rap
81257,So You Want to Be a Gangster,gangster rap
81270,One In A Million,gangster rap
81276,Won't Trade,gangster rap
81383,Can I Kick It?,gangster rap
81385,"Stay Fly (feat. Young Buck, Eightball & MJG) - Explicit Album Version",gangster rap
81417,Mash,gangster rap
81499,Player's Ball,gangster rap
81512,Foe Life,gangster rap
81516,Platinum Plus,gangster rap
81535,Get It Together - Remastered 2009,gangster rap
81537,Hip Hop,gangster rap
81546,Step Up,gangster rap
81562,One Time 4 Your Mind,gangster rap
81564,Heaven & Hell,gangster rap
81591,Long Kiss Goodnight,gangster rap
81641,Beautiful Mind,gangster rap
81658,All Black,gangster rap
81667,The What,gangster rap
81681,Beef,gangster rap
81725,Still Not a Player (feat. Joe) - Radio Version,gangster rap
81731,Casualties Of A Dice Game,gangster rap
81751,The Heist,gangster rap
81782,Damage,gangster rap
81784,Brooklyn Zoo,gangster rap
81786,Wreckonize - Remix Vocal,gangster rap
81788,Visionz,gangster rap
81791,Mighty Healthy,gangster rap
81804,Fish (feat. Raekwon & Cappadonna),gangster rap
81817,Mo Money Mo Problems (feat. Mase & Puff Daddy),gangster rap
81819,Rebirth Of Slick (Cool Like Dat),gangster rap
81834,Paid In Full,gangster rap
81845,Microphone Fiend,gangster rap
81847,314 (feat. Night Lovell),gangster rap
81910,"Worldwide (feat. Curtis Heron, Night Lovell, Fifty Grand & Dylan Brady)",gangster rap
81932,So Much Pain,gangster rap
81949,PLEASE DON’T GO,gangster rap
82005,Bankroll,gangster rap
82037,I LIKE BLOOD,gangster rap
82041,CAN'T LOSE YOU,gangster rap
82053,WATCH ME,gangster rap
82059,THE SUN,gangster rap
82093,Mount Sinai,gangster rap
82095,Deep End,gangster rap
82121,Ghost Rider,gangster rap
82139,BAD KID,gangster rap
82141,Chernobyl,gangster rap
82152,Trust Nobody,gangster rap
82167,PAIN,gangster rap
82169,MARY JANE,gangster rap
82202,Underworld,gangster rap
82244,Petty,gangster rap
82315,PINK WITCH / LESSON,gangster rap
82360,RedRover,gangster rap
82378,Built for This (feat. Freddie Gibbs & Streetlife),gangster rap
82380,Mangroves,gangster rap
82447,Lowlife,gangster rap
82459,Sober,gangster rap
82461,Fly,gangster rap
82463,Falling,gangster rap
82499,DeadInDesignerClothes,gangster rap
82527,DyingLight,gangster rap
82534,SameOldStory,gangster rap
82564,If I Ruled the World (Imagine That) (feat. Lauryn Hill),gangster rap
82567,Who Shot Ya? - 2005 Remaster,gangster rap
82589,In Da Club,gangster rap
82597,Still D.R.E.,gangster rap
82602,Fuck Tha Police,gangster rap
82667,P.I.M.P.,gangster rap
82744,Gangsta's Paradise (feat. L.V.),gangster rap
82767,The Next Episode,gangster rap
82834,It Was A Good Day,gangster rap
82852,Bow Down - Edit,gangster rap
82854,Just A Lil Bit,gangster rap
82915,Boyz-N-The-Hood,gangster rap
83059,Straight Outta Compton,gangster rap
83067,Window Shopper,gangster rap
83086,My 64 (feat. Bun B & Snoop Dogg),gangster rap
83132,Hoo-Bangin' (WSCG Style),gangster rap
83134,99 Problems,gangster rap
83177,Sing For The Moment,gangster rap
83182,Call 9-1-1,gangster rap
83184,Changes,gangster rap
83189,"The Gangsta, The Killa And The Dope Dealer",gangster rap
83219,Don't Push Me,gangster rap
83222,Hard Knock Life (Ghetto Anthem),gangster rap
83270,California Love - Original Version,gangster rap
83302,Smile,gangster rap
83349,Disco Inferno,gangster rap
83369,Soldier Like Me,gangster rap
83374,Old Time's Sake,gangster rap
83385,Hail Mary,gangster rap
83478,Hate It Or Love It,gangster rap
83480,Crack A Bottle,gangster rap
83506,Insane in the Brain,gangster rap
83525,The Way I Am,gangster rap
83531,Dear Mama,gangster rap
83538,Ready Or Not,gangster rap
83577,Patiently Waiting,gangster rap
83613,Gangsta Gangsta,gangster rap
83660,Nuthin But A G Thang,gangster rap
83798,"Shook Ones, Pt. II",gangster rap
83803,You Know How We Do It - Remastered,gangster rap
83910,Poppin' Them Thangs,gangster rap
83918,Real Niggaz Don't Die,gangster rap
83976,All Eyez On Me,gangster rap
83978,The Watcher,gangster rap
84116,2 Of Amerikaz Most Wanted,gangster rap
84122,Mind Playing Tricks on Me,gangster rap
84137,Straight Outta Compton - Extended Mix / Edit,gangster rap
84150,California Love,gangster rap
84152,Real Muthaphuckkin' G's,gangster rap
84156,Ghetto Gospel,gangster rap
84160,Insane in the Brain,gangster rap
84187,Simon Says,gangster rap
84189,Hate Me Now (feat. Puff Daddy),gangster rap
84228,Funkdafied,gangster rap
84240,Purple Pills,gangster rap
84273,Can't C Me,gangster rap
84298,I Know What You Want (feat. Flipmode Squad),gangster rap
84312,Wu-Tang Clan Aint Nuthing ta F' Wit,gangster rap
84374,Protect Ya Neck,gangster rap
84387,Chin Check,gangster rap
84392,Potential Victims,gangster rap
84395,That's That S*** - Radio Edit,gangster rap
84407,Hell on Earth (Front Lines),gangster rap
84414,Hello - Feat. Dr. Dre And MC Ren,gangster rap
84455,If It Ain't Ruff - Remastered 2002,gangster rap
84557,Notorious Thugs - 2014 Remaster,gangster rap
84601,It's On,gangster rap
84613,Dopeman - Remix,gangster rap
84615,N.Y. State of Mind,gangster rap
84637,Hit 'Em Up - Single Version (Explicit),gangster rap
84663,Gangsta Gangsta,gangster rap
84696,Ole School Shit,gangster rap
84716,Keep Their Heads Ringin',gangster rap
84730,You Ain't a Killer,gangster rap
84732,Fuck Tha Police,gangster rap
84772,Fick die Hoe,gangster rap
84779,Stress mit Grund (feat. Bushido & Haftbefehl),gangster rap
84807,Stress ohne Grund (feat. Bushido),gangster rap
84844,American Express (feat. Farid Bang),gangster rap
84857,1312,gangster rap
84871,Cazal (feat. Miami Yacine),gangster rap
84880,Bankster,gangster rap
84894,CCNDNA,gangster rap
84942,Medusa,gangster rap
84944,Black Bombay,gangster rap
84950,Gangsta Rap,gangster rap
84954,Unter der Brücke,gangster rap
84957,Wahre Begebenheiten (feat. AK Ausserkontrolle),gangster rap
84989,Die Echten,gangster rap
85007,A.S.S.N.,gangster rap
85010,Koka,gangster rap
85016,Hol'mir dein Cousin,gangster rap
85020,Nur noch Gucci,gangster rap
85022,Mit Dem Kopf Durch Die Wand,gangster rap
85025,MS Siskat,gangster rap
85056,Mit den Jungz,gangster rap
85131,Sirp,gangster rap
85179,2065,gangster rap
85190,Es rollt wieder,gangster rap
85211,Unterwegs,gangster rap
85213,36 Bars Reloaded,gangster rap
85261,Flexscheibe,gangster rap
85268,Gib mir 2 Minuten,gangster rap
85278,Echte Berliner,gangster rap
85305,Flow,gangster rap
85332,Gangland,gangster rap
85342,Ostblocknutten,gangster rap
85354,Königsaura,gangster rap
85367,Bossaura,gangster rap
